"Clé","Name (English)","اسم (العربية)","Nom (français)","ISO","Propriétaire (Id)","Propriétaire (Nom)"
"27685999","Khacheb","خشاب","Khacheb","","2158","Délégation de Goubellat"
"27686009","Cheikh El Ouediane","شيخ الوديان","Cheikh El Ouediane","","2158","Délégation de Goubellat"
"2159","Delegation of Medjez El Bab","معتمدية  مجاز الباب","Délégation de Medjez El Bab","","21","Gouvernorat de Bèja"
"27686019","Medjez El Bab Ville","مجاز الباب المدينة","Medjez El Bab Ville","","2159","Délégation de Medjez El Bab"
"27686029","Medjez El Bab Sud","مجاز الباب الجنوبية","Medjez El Bab Sud","","2159","Délégation de Medjez El Bab"
"27686039","Sidi Medien","سيدي مدين","Sidi Medien","","2159","Délégation de Medjez El Bab"
"27686049","El Ksar","القصر","El Ksar","","2159","Délégation de Medjez El Bab"
"27686059","El Heri","الهري","El Heri","","2159","Délégation de Medjez El Bab"
"27686069","Tokaber","توكابر","Tokaber","","2159","Délégation de Medjez El Bab"
"27686079","Chaouach","شواش","Chaouach","","2159","Délégation de Medjez El Bab"
"27686089","Sidi Nasr","سيدي نصر","Sidi Nasr","","2159","Délégation de Medjez El Bab"
"27686099","Sidi Ahmed El Jedidi","سيدي أحمد الجديدي","Sidi Ahmed El Jedidi","","2159","Délégation de Medjez El Bab"
"27686109","El Gueriâat","القريعات","El Gueriâat","","2159","Délégation de Medjez El Bab"
"27686119","Hidouss","حيدوس","Hidouss","","2159","Délégation de Medjez El Bab"
"27686129","El Mouatiss","المواطيس","El Mouatiss","","2159","Délégation de Medjez El Bab"
"27686139","Guerich El Ouedi","قريش الوادي","Guerich El Ouedi","","2159","Délégation de Medjez El Bab"
"27686149","Sidi Erraies","سيدي الرايس","Sidi Erraies","","2159","Délégation de Medjez El Bab"
"22","Governorate of Jendouba","ولاية جندوبة","Gouvernorat de Jendouba","TN-32","2","Nord Ouest"
"2251","Delegation of Jendouba","معتمدية  جندوبة","Délégation de Jendouba","","22","Gouvernorat de Jendouba"
"27686159","Ezzeghaida","الزغايدة","Ezzeghaida","","2251","Délégation de Jendouba"
"27686169","Jendouba Sud","جندوبة الجنوبية","Jendouba Sud","","2251","Délégation de Jendouba"
"27686179","En-Nour","النور","En-Nour","","2251","Délégation de Jendouba"
"27686189","Es-Sâada","السعادة","Es-Sâada","","2251","Délégation de Jendouba"
"27686199","El Malga","الملقى","El Malga","","2251","Délégation de Jendouba"
"27686209","Ettataouer","التطور","Ettataouer","","2251","Délégation de Jendouba"
"27686219","Souk Es-Sebt","سوق السبت","Souk Es-Sebt","","2251","Délégation de Jendouba"
"27686229","El Aitha","العيثة","El Aitha","","2251","Délégation de Jendouba"
"27686239","Aïn Karima","عين الكريمة","Aïn Karima","","2251","Délégation de Jendouba"
"27686249","Mâalla","معلة","Mâalla","","2251","Délégation de Jendouba"
"27686259","El-Jerif","الجريف","El-Jerif","","2251","Délégation de Jendouba"
"27686269","EL Azima","العزيمة","EL Azima","","2251","Délégation de Jendouba"
"2252","Delegation of Jendouba Nord","معتمدية  جندوبة الشمالية","Délégation de Jendouba Nord","","22","Gouvernorat de Jendouba"
"27686279","El Ferdous","الفردوس","El Ferdous","","2252","Délégation de Jendouba Nord"
"27686289","El Hédi Ben Hassine","الهادي بن حسين","El Hédi Ben Hassine","","2252","Délégation de Jendouba Nord"
"27686299","Ezzouhour","الزهور","Ezzouhour","","2252","Délégation de Jendouba Nord"
"27686309","El Khadhra","الخضراء","El Khadhra","","2252","Délégation de Jendouba Nord"
"27686319","Es-Souani","السواني","Es-Souani","","2252","Délégation de Jendouba Nord"
"27686329","Bulla-regja","بلاريجيا","Bulla-regja","","2252","Délégation de Jendouba Nord"
"27686339","Zatfoura","زطفورة","Zatfoura","","2252","Délégation de Jendouba Nord"
"27686349","Chemtou","شمتو","Chemtou","","2252","Délégation de Jendouba Nord"
"27686359","Ed-Dir","الدير","Ed-Dir","","2252","Délégation de Jendouba Nord"
"27686369","Souk Djemâa","سوق الجمعة","Souk Djemâa","","2252","Délégation de Jendouba Nord"
"2253","Delegation of Bou Salem","معتمدية  بوسالم","Délégation de Bou Salem","","22","Gouvernorat de Jendouba"
"27686379","Bou Salem Nord","بوسالم الشمالية","Bou Salem Nord","","2253","Délégation de Bou Salem"
"27686389","Bou Salem Sud","بوسالم الجنوبية","Bou Salem Sud","","2253","Délégation de Bou Salem"
"27686399","Erroumani","الروماني","Erroumani","","2253","Délégation de Bou Salem"
"27686409","El Brahmi","البراهمي","El Brahmi","","2253","Délégation de Bou Salem"
"27686419","El Marja","المرجى","El Marja","","2253","Délégation de Bou Salem"
"27686429","Bir Lakhdar","البئر الأخضر","Bir Lakhdar","","2253","Délégation de Bou Salem"
"27686439","El Koudia","الكدية","El Koudia","","2253","Délégation de Bou Salem"
"27686449","El Msanghouche","المنقوش","El Msanghouche","","2253","Délégation de Bou Salem"
"27686459","Sidi Abid","سيدي عبيد","Sidi Abid","","2253","Délégation de Bou Salem"
"2254","Delegation of Tabarka","معتمدية  طبرقة","Délégation de Tabarka","","22","Gouvernorat de Jendouba"
"27686469","Tabarka","طبرقة","Tabarka","","2254","Délégation de Tabarka"
"27686479","Raîhane","الريحان","Raîhane","","2254","Délégation de Tabarka"
"27686489","El Hamdia","الحامدية","El Hamdia","","2254","Délégation de Tabarka"
"27686499","El Hammam","الحمام","El Hammam","","2254","Délégation de Tabarka"
"27686509","Aïn Es-Sobh","عين الصبح","Aïn Es-Sobh","","2254","Délégation de Tabarka"
"27686519","Nadhour","الناظور","Nadhour","","2254","Délégation de Tabarka"
"27686529","Melloula","ملولة","Melloula","","2254","Délégation de Tabarka"
"27686539","Aïn Es-Snoussi","عين السنوسي","Aïn Es-Snoussi","","2254","Délégation de Tabarka"
"2255","Delegation of Ain Draham","معتمدية  عين دراهم","Délégation de Ain Draham","","22","Gouvernorat de Jendouba"
"27686549","Aïn Drahem Ville","عين دراهم المدينة","Aïn Drahem Ville","","2255","Délégation de Ain Draham"
"27686559","Aïn Draham Banlieue","عين دراهم الأحواز","Aïn Draham Banlieue","","2255","Délégation de Ain Draham"
"27686569","Ouled Sedra","أولاد سدرة","Ouled Sedra","","2255","Délégation de Ain Draham"
"27686579","El Atatfa","العطاطفة","El Atatfa","","2255","Délégation de Ain Draham"
"27686589","El Homrane","الحمران","El Homrane","","2255","Délégation de Ain Draham"
"27686599","Etbainia","التباينية","Etbainia","","2255","Délégation de Ain Draham"
"27686609","Khemaïria","الخمايرية","Khemaïria","","2255","Délégation de Ain Draham"
"27686619","Selloul","سلول","Selloul","","2255","Délégation de Ain Draham"
"27686629","Er-Rouïi","الرويعي","Er-Rouïi","","2255","Délégation de Ain Draham"
"27686639","Tegma","تاقمة","Tegma","","2255","Délégation de Ain Draham"
"27686649","Aïn Salam","عين سلام","Aïn Salam","","2255","Délégation de Ain Draham"
"27686659","Oued Ezzan","وادي الزان","Oued Ezzan","","2255","Délégation de Ain Draham"
"2256","Delegation of Fernana","معتمدية  فرنانة","Délégation de Fernana","","22","Gouvernorat de Jendouba"
"27686669","Fernana","فرنانة","Fernana","","2256","Délégation de Fernana"
"27686679","Oued Ghrib","وادي غريب","Oued Ghrib","","2256","Délégation de Fernana"
"27686689","Rabiaa","ربيعة","Rabiaa","","2256","Délégation de Fernana"
"27686699","Ouled Mefada","أولاد مفدة","Ouled Mefada","","2256","Délégation de Fernana"
"27686709","El Gouaïdia","القوايدية","El Gouaïdia","","2256","Délégation de Fernana"
"27686719","Beni M'tir","بني مطير","Beni M'tir","","2256","Délégation de Fernana"
"27686729","Gloub Ethirane","قلوب الثيران","Gloub Ethirane","","2256","Délégation de Fernana"
"27686739","Gloub Ethirane Nord","قلوب الثيران الشمالية","Gloub Ethirane Nord","","2256","Délégation de Fernana"
"27686749","Hedhil","هذيل","Hedhil","","2256","Délégation de Fernana"
"27686759","El Adhar","العاذر","El Adhar","","2256","Délégation de Fernana"
"27686769","Jaouaouada","الجواودة","Jaouaouada","","2256","Délégation de Fernana"
"27686779","Aïn El Beya","عين البية","Aïn El Beya","","2256","Délégation de Fernana"
"27686789","Bou Hertma","بوهرتمة","Bou Hertma","","2256","Délégation de Fernana"
"27686799","Halima","حليمة","Halima","","2256","Délégation de Fernana"
"27686809","Sidi Ammar","سيدي عمار","Sidi Ammar","","2256","Délégation de Fernana"
"2257","Delegation of Ghardimaou","معتمدية  غار الدماء","Délégation de Ghardimaou","","22","Gouvernorat de Jendouba"
"27686819","Ghardimaou","غار الدماء","Ghardimaou","","2257","Délégation de Ghardimaou"
"27686829","Ghardimaou Nord","غار الدماء الشمالية","Ghardimaou Nord","","2257","Délégation de Ghardimaou"
"27686839","El Mâaden","المعدن","El Mâaden","","2257","Délégation de Ghardimaou"
"27686849","Er-Rakha","الرخاء","Er-Rakha","","2257","Délégation de Ghardimaou"
"27686859","Aîn Soltane","عين سلطان","Aîn Soltane","","2257","Délégation de Ghardimaou"
"27686869","Ouechtata","وشتاتة","Ouechtata","","2257","Délégation de Ghardimaou"
"27686879","Ed-Daoura","الدورة","Ed-Daoura","","2257","Délégation de Ghardimaou"
"27686889","Es-Sraia","الصرية","Es-Sraia","","2257","Délégation de Ghardimaou"
"27686899","Forgassen","فرقصان","Forgassen","","2257","Délégation de Ghardimaou"
"27686909","Fej Hassine","فج حسين","Fej Hassine","","2257","Délégation de Ghardimaou"
"27686919","Mrassen","المراسن","Mrassen","","2257","Délégation de Ghardimaou"
"27686929","El Galâa","القلعة","El Galâa","","2257","Délégation de Ghardimaou"
"2258","Delegation of Oued Meliz","معتمدية  وادي مليز","Délégation de Oued Meliz","","22","Gouvernorat de Jendouba"
"27686939","Oued Meliz Est","واد مليز الشرقية","Oued Meliz Est","","2258","Délégation de Oued Meliz"
"27686949","Oued Meliz Ouest","واد مليز الغريبة","Oued Meliz Ouest","","2258","Délégation de Oued Meliz"
"27686959","Dkhaïlia","الدخايلية","Dkhaïlia","","2258","Délégation de Oued Meliz"
"27686969","Hakim Nord","حكيم الشمالية","Hakim Nord","","2258","Délégation de Oued Meliz"
"27686979","Hakim Sud","حكيم الجنوبية","Hakim Sud","","2258","Délégation de Oued Meliz"
"2259","Delegation of Balta - Bou Aouane","معتمدية  بلطة بوعوان","Délégation de Balta - Bou Aouane","","22","Gouvernorat de Jendouba"
"27686989","Assila","عسيلة","Assila","","2259","Délégation de Balta - Bou Aouane"
"27686999","Ghezala","غزالة","Ghezala","","2259","Délégation de Balta - Bou Aouane"
"27687009","El Aouaoudha","العواوضة","El Aouaoudha","","2259","Délégation de Balta - Bou Aouane"
"27687019","El Baldia","البلدية","El Baldia","","2259","Délégation de Balta - Bou Aouane"
"27687029","Cheouaoula","الشواولة","Cheouaoula","","2259","Délégation de Balta - Bou Aouane"
"27687039","Beni M'hamed","بني محمد","Beni M'hamed","","2259","Délégation de Balta - Bou Aouane"
"27687049","Somrane","السمران","Somrane","","2259","Délégation de Balta - Bou Aouane"
"27687059","Balta","بلطة","Balta","","2259","Délégation de Balta - Bou Aouane"
"27687069","Abdeljaber","عبد الجبار","Abdeljaber","","2259","Délégation de Balta - Bou Aouane"
"27687079","Bou Aouane","بوعوان","Bou Aouane","","2259","Délégation de Balta - Bou Aouane"
"27687089","Oued Kesseb","وادي كساب","Oued Kesseb","","2259","Délégation de Balta - Bou Aouane"
"27687099","Boulaaba","بولعابة","Boulaaba","","2259","Délégation de Balta - Bou Aouane"
"23","Governorate of du Kef","ولاية الكاف","Gouvernorat du Kef","TN-33","2","Nord Ouest"
"2351","Delegation of Kef Ouest","معتمدية  الكاف الغربية","Délégation de Kef Ouest","","23","Gouvernorat du Kef"
"27687109","Oued Remel Nord","وادي الرمل الشمالية","Oued Remel Nord","","2351","Délégation de Kef Ouest"
"27687119","Oued Remel Sud","وادي الرمل الجنوبية","Oued Remel Sud","","2351","Délégation de Kef Ouest"
"27687129","Haouareth Sud","الحوارث الجنوبية","Haouareth Sud","","2351","Délégation de Kef Ouest"
"2352","Delegation of Kef Est","معتمدية  الكاف الشرقية","Délégation de Kef Est","","23","Gouvernorat du Kef"
"27687139","Charfine","الشرفين","Charfine","","2352","Délégation de Kef Est"
"27687149","Ben Ainine","بنعنين","Ben Ainine","","2352","Délégation de Kef Est"
"27687159","Haouareth Nord","الحوارث الشمالية","Haouareth Nord","","2352","Délégation de Kef Est"
"27687169","Zâafrane","الزعفران","Zâafrane","","2352","Délégation de Kef Est"
"27687179","Oued Souani","وادي السواني","Oued Souani","","2352","Délégation de Kef Est"
"27687189","Oued Souani Sud","وادي السواني الجنوبي","Oued Souani Sud","","2352","Délégation de Kef Est"
"27687199","Dyr El Kef","دير الكاف","Dyr El Kef","","2352","Délégation de Kef Est"
"27687209","Hached","حشاد","Hached","","2352","Délégation de Kef Est"
"2353","Delegation of Nebeur","معتمدية  نبر","Délégation de Nebeur","","23","Gouvernorat du Kef"
"27687219","Nebeur","نبر","Nebeur","","2353","Délégation de Nebeur"
"27687229","Sarkaouna","سركونة","Sarkaouna","","2353","Délégation de Nebeur"
"27687239","Tel El Ghozlane","تل الغزلان","Tel El Ghozlane","","2353","Délégation de Nebeur"
"27687249","Sidi Khiar","سيدي خيار","Sidi Khiar","","2353","Délégation de Nebeur"
"27687259","Mellala","ملالة","Mellala","","2353","Délégation de Nebeur"
"27687269","Ledhieb","الأذياب","Ledhieb","","2353","Délégation de Nebeur"
"27687279","Touiref","الطويرف","Touiref","","2353","Délégation de Nebeur"
"27687289","Mellègue","ملاق","Mellègue","","2353","Délégation de Nebeur"
"27687299","Bahra","بهرة","Bahra","","2353","Délégation de Nebeur"
"27687309","Sidi Medien","سيدي مدنين","Sidi Medien","","2353","Délégation de Nebeur"
"27687319","El Ksar","القصر","El Ksar","","2353","Délégation de Nebeur"
"27687329","Chetatla","الشتاتلة","Chetatla","","2353","Délégation de Nebeur"
"27687339","Oueljet Essedra","ولجة السدرة","Oueljet Essedra","","2353","Délégation de Nebeur"
"2354","Delegation of Sakiet Sidi Youssef","معتمدية  ساقية سيدي يوسف","Délégation de Sakiet Sidi Youssef","","23","Gouvernorat du Kef"
"27687349","Sakiet Sidi Youssef","ساقية سيدي يوسف","Sakiet Sidi Youssef","","2354","Délégation de Sakiet Sidi Youssef"
"27687359","Es-Sefeïa","السفاية","Es-Sefeïa","","2354","Délégation de Sakiet Sidi Youssef"
